id,user_id,user_login,user_name,game_id,game_name,title,viewer_count,started_at,language,thumbnail_url,is_mature
316481134556,35958947,squeex,Squeex,32399,Counter-Strike,1 single win thats the stream,4886,2025-12-29T21:48:24Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_squeex-{width}x{height}.jpg,False
316192322135,26490481,summit1g,summit1g,32399,Counter-Strike,chillin @summit1g !starforge @StarforgeSystems,4879,2025-12-30T00:55:35Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_summit1g-{width}x{height}.jpg,False
315077465171,44880944,elmiillor,ElmiilloR,21779,League of Legends,👹 20 games cada día durante 10 días :)👹 | 127.000€ bet Si pillo Challenger antes de que acabe la season | !leaderboard !tienda !bet,4063,2025-12-29T22:58:30Z,es,https://static-cdn.jtvnw.net/previews-ttv/live_user_elmiillor-{width}x{height}.jpg,False
316001999576,25080754,pobelter,Pobelter,21779,League of Legends,mid lane challenger games. new years resolution: play league 10 hrs a day and doordash every meal 0 sunlight 0 exercise sleep at 5 am,3167,2025-12-30T00:13:14Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_pobelter-{width}x{height}.jpg,False
315037260625,42351942,nissaxter,Nissaxter,21779,League of Legends,⚠️ALERTA DE TOXICIDAD ⚠️ 9 DÍAS PARA PLATINO O VUELVO AL TRABAJO ⚠️ CONCENTRACIÓN Y WINS ⚠️    !redes !sorteo !yt !locura !maincra,3090,2025-12-29T22:05:28Z,es,https://static-cdn.jtvnw.net/previews-ttv/live_user_nissaxter-{width}x{height}.jpg,False
315614732775,85039743,mrdzinold,MrDzinold,32399,Counter-Strike,NIE PRZEPALAM TEGO || !strona,2195,2025-12-29T20:26:39Z,pl,https://static-cdn.jtvnw.net/previews-ttv/live_user_mrdzinold-{width}x{height}.jpg,False
316190138455,514775924,arrowcs,ArrowCS,32399,Counter-Strike,☢️CACHE IS COMING IN 2026☢️,1678,2025-12-29T21:41:47Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_arrowcs-{width}x{height}.jpg,False
315541053796,253195796,helydia,helydia,21779,League of Legends,LA TARDIVE QUI PART,1647,2025-12-29T22:21:54Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_helydia-{width}x{height}.jpg,False
315036487505,23179441,strippin,Strippin,21779,League of Legends,In my desperation I turned to a duo partner I do not fully understand...,1466,2025-12-29T19:07:49Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_strippin-{width}x{height}.jpg,False
315560553827,64173519,deadp47_,DeadP47_,32399,Counter-Strike,Микрокатка,1215,2025-12-30T00:45:58Z,ru,https://static-cdn.jtvnw.net/previews-ttv/live_user_deadp47_-{width}x{height}.jpg,False
316942226139,114942381,coopertv,coopertv,32399,Counter-Strike,"🟩3.2K+ ELO NA, I AM ULTING TODAY!🟩",1169,2025-12-29T20:23:18Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_coopertv-{width}x{height}.jpg,False
316482676572,126632539,katevolved,KatEvolved,21779,League of Legends,2x RANK 1 NA BEST MID/KAT KR/NA/EUW SPEEDCLIMBING DECAYED NA ACCS !krpeak,1086,2025-12-29T23:24:41Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_katevolved-{width}x{height}.jpg,False
315610140647,127361301,antilipsi,ANTILIPSI,21779,League of Legends,Duo me viewers na anevoun Rank last Days - Giveaway🎁6 PC 5060 gpu Κάνε Tier 3 Sub πάρε μέρος σε όλα 🎁 !Charity + xMasthlon Day 20,1084,2025-12-29T14:14:25Z,el,https://static-cdn.jtvnw.net/previews-ttv/live_user_antilipsi-{width}x{height}.jpg,False
315027819990,1247104409,csbattles,Csbattles,32399,Counter-Strike,C 1 К Rub ДО НОЖА/ПЕРЧАТКИ ✅ НЕ совет! запись,1082,2025-12-28T07:56:20Z,ru,https://static-cdn.jtvnw.net/previews-ttv/live_user_csbattles-{width}x{height}.jpg,False
315589330679,48465437,cowsep,Cowsep,21779,League of Legends,"YESTERDAY I TUMBLED, TODAY TOP MASTER YI WILL CLIMB",942,2025-12-29T13:52:42Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_cowsep-{width}x{height}.jpg,False
316821261786,178870986,nickich,Nickich,21779,League of Legends,GREATEST NA JUNGLER 🦁❤️ + GHOSTERS/SNIPERS/FANBOYS CANT STOP HIM ❤️❤️❤️😭😭😭,909,2025-12-29T17:18:27Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_nickich-{width}x{height}.jpg,False
315541184612,154691060,gaethaaan,Gaethaaan,21779,League of Legends,Don Baron - SoloQ Challenger 1100 LP - On tryhard sévère,844,2025-12-29T22:35:59Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_gaethaaan-{width}x{height}.jpg,False
316764855257,41467289,quantum,Quantum,21779,League of Legends,another day another Relli - Day 261 - Nick at Night !baby !merch !gsupps,813,2025-12-29T22:54:22Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_quantum-{width}x{height}.jpg,False
315616244711,883256731,brics_lemair,brics_lemair,32399,Counter-Strike,ФЕЙСИТ ОЖИДАНИЕ НОВОГОДНЕГО !!! ИЛИ МЕНЯ ВЫГОНЯТ ИЗ АРЕНДОВАННОЙ КВАРТИРЫ !!!,787,2025-12-29T22:56:48Z,ru,https://static-cdn.jtvnw.net/previews-ttv/live_user_brics_lemair-{width}x{height}.jpg,False
