igdb_id,category_id,game_name,genre_id
18840,867112720,Metal Slug X,33
20878,7479,Street Fighter II' Turbo: Hyper Fighting,4
20878,7479,Street Fighter II' Turbo: Hyper Fighting,33
21764,29419,Dead Rising 2: Case West,5
21764,29419,Dead Rising 2: Case West,25
21968,18522,Phantasy Star Online,12
21968,18522,Phantasy Star Online,25
21968,18522,Phantasy Star Online,31
22152,368974,Super Mega Baseball,14
22152,368974,Super Mega Baseball,32
25112,24801,Naruto Shippuden: Ultimate Ninja 5,4
26774,495050,"Snipperclips: Cut It Out, Together!",8
26774,495050,"Snipperclips: Cut It Out, Together!",9
26981,461096,Final Fantasy: Record Keeper,12
31561,496143,Chess Ultra,9
31561,496143,Chess Ultra,13
31561,496143,Chess Ultra,14
31561,496143,Chess Ultra,15
31561,496143,Chess Ultra,26
31561,496143,Chess Ultra,32
31561,496143,Chess Ultra,35
36070,106645,Virtual Pool 4,13
36070,106645,Virtual Pool 4,14
39749,499753,The House of Da Vinci,9
39749,499753,The House of Da Vinci,12
39749,499753,The House of Da Vinci,13
39749,499753,The House of Da Vinci,15
39749,499753,The House of Da Vinci,31
39749,499753,The House of Da Vinci,32
44722,6122,Ephemeral Fantasia,12
44722,6122,Ephemeral Fantasia,31
49173,11951,Dragon Quest Characters: Torneko no Daibouken 3,12
58143,507909,Darts Match,13
58143,507909,Darts Match,14
58143,507909,Darts Match,33
61919,25473,Kamen Rider,4
68297,953671971,Dead or Alive Xtreme: Venus Vacation,14
72286,5960,Alex the Allegator 4,8
75123,1708659358,Samsara Room,2
75123,1708659358,Samsara Room,9
75123,1708659358,Samsara Room,31
75123,1708659358,Samsara Room,32
76898,496444,7Days,31
76960,3176,MediEvil,8
76960,3176,MediEvil,9
76960,3176,MediEvil,25
76960,3176,MediEvil,31
79378,17085,Quiz Show,26
79378,17085,Quiz Show,35
79608,28838,Chill,14
82373,841239161,Disgaea 1 Complete,12
82373,841239161,Disgaea 1 Complete,13
82373,841239161,Disgaea 1 Complete,15
82373,841239161,Disgaea 1 Complete,16
82373,841239161,Disgaea 1 Complete,24
