user_id,login_name,user_name,broadcaster_type
1296077157,xxcaliberrr_the_fool,XXcaliberrr_The_Fool,normal
781521253,pheanbert,pheanbert,normal
881610877,rammiqueenvt,RammiqueenVT,affiliate
92655836,tendencies123,tendencies123,affiliate
248467696,onoro47,忍貓,normal
455414035,urknohked,urknohked,normal
483791133,haraow,haraow,affiliate
4329841,harbleu,harbleu,partner
821596338,xabeuttt,xabeuttt,normal
678711495,mikayliah_,Mikayliah_,normal
1405112530,gekkoverse,GekkoVerse,normal
160977158,kh4ine_,Kh4ine_,affiliate
884494601,jthxalex,jthxalex,normal
679186730,jstn_153,jstn_153,normal
584110378,bbenjlol,bbenjlol,affiliate
232591601,pitiselo,pitiselo,affiliate
844550406,lauwdaa,Lauwdaa,affiliate
26415422,hackslice,Hackslice,normal
1040961859,ayokalilol,AyoKaliLoL,affiliate
234328409,misterrbanana,misterrbanana,normal
657314145,foreverworldtv,foreverworldtv,normal
130486389,dawnsblood26,dawnsblood26,affiliate
707055805,castle_drunkenstien,castle_drunkenstien,normal
778129629,dreamerr5,dreamerr5,normal
439881952,aimazonprime,AimazonPrime,affiliate
527356142,gordinho_brother,gordinho_brother,normal
641077608,ze_d4s_quintas,Ze_D4s_Quintas,normal
507007343,azakalol,azakalol,normal
169922748,lyphui,Lyphui,affiliate
106074308,traumaticsled,traumaticsled,normal
1317474507,lwant2help,lwant2help,affiliate
942969102,hankysw1ss,HankySw1ss,affiliate
974475567,mimble_,mimble_,affiliate
93212840,sleepy0wl0,sleepy0wl0,normal
1230835896,willy_wilson_21,willy_wilson_21,affiliate
502157504,vjloncho,vjloncho,normal
442028242,dariacs,dariacs,affiliate
238473429,swingerclub,swingerclub,affiliate
1404539095,agenteadoss,Agenteadoss,normal
43159893,m4st3rj3y,M4st3rJ3y,partner
826151110,niuque,niuque,normal
992170239,cracked_criminal,cracked_criminal,normal
1311346961,fabalava,FabaLava,normal
235229459,nelaaxa,nelaaxa,affiliate
51220820,makeshiftjam,MakeShiftJam,affiliate
251285847,nairdacillo,Nairdacillo,affiliate
493998446,altairelbarbaro,Altairelbarbaro,normal
89477297,no_nm3,no_nm3,affiliate
708956393,showam1,ShowAm1,affiliate
591827261,mixsportsclub,MixSportsClub,normal
569610586,batmechanics,batmechanics,normal
92229745,nicolediretora,NicoleDiretora,partner
254890106,bastii_akarayzen,bastii_akarayzen,affiliate
277827714,underwolfy,underwolfy,affiliate
405622951,nelatwo,nelatwo,normal
164810959,strifeplayz,StrifePlayz,affiliate
424218837,t0rt0oo,T0rt0oo,normal
609276140,yurganov_,yurganov_,normal
751964438,tranquildunk,TranquilDunk,affiliate
127537417,judgepanzer,JudgePanzer,normal
602345774,kathrynr3d,kathrynR3D,affiliate
88084819,sivvility,sivvility,normal
896536944,heartattaack,HeartAttaack,affiliate
462229683,itzromii,ItzRomii,affiliate
1348653263,voidshinobitv,VoidShinobiTV,affiliate
655249628,venturacaviar,VenturaCaviar,affiliate
1026445534,rexirgm,rexirgm,normal
915919113,alunelunari,AluneLunari,affiliate
1305923913,ll_fear_cr,LL_Fear_CR,affiliate
88854723,babysomi66,可露麗可麗露,affiliate
707858550,painrage,painrage,normal
1090261156,laatch,laatch,normal
162582698,beeegfeeesh,BeeegFeeesh,affiliate
1413812423,erolicius,erolicius,normal
1271648581,m0nkey54,m0nkey54,normal
650957129,toguisir213,ToguiSir213,affiliate
190992738,sexybeyblade,sexybeyblade,normal
151588986,colorfulpanic,ColorfulPanic,affiliate
45601070,criscowild,CriscoWild,affiliate
640553301,arelyen,arelyen,affiliate
50024804,lechat_noir,Lechat_noir,affiliate
855970166,themitoh,themitoh,normal
777867939,akioru_,akioru_,affiliate
48140975,tealoafy,Tealoafy,affiliate
708120996,indiok212,indiok212,normal
147460543,00rbbit,00rbbit,normal
663835079,guuizera1,guuizera1,affiliate
122065354,felix70x,Felix70x,affiliate
278319609,aloohcard,Aloohcard,affiliate
561386042,botboi_df,botboi_df,normal
502911561,daniliu,DaniLiu,partner
1233064579,kingolive2,kingolive2,normal
251564419,snyderdesigners,snyderdesigners,affiliate
50631174,gronoidz,Gronoidz,partner
675172875,meltzmyeyez,meltzmyeyez,affiliate
1394020971,espurrxpusheen,espurrxpusheen,normal
541659775,arch1ekinx,Arch1ekinx,affiliate
187585198,infomous__,InFoMoUs__,normal
1003754160,mutedartistplayer,MutedArtistPlayer,affiliate
1295454702,thecowzyfarm,TheCowzyFarm,normal
615846478,beastybelle97,beastybelle97,affiliate
120033911,capitannchorizo,CapitannChorizo,affiliate
211342015,texasslimtv,texasslimtv,affiliate
473731485,rikushimi,Rikushimi,affiliate
881086879,rank1zimbabwe,rank1zimbabwe,affiliate
497242572,maverik078,maverik078,normal
767087081,wasmannnr1,WasMannNr1,affiliate
1094963699,bangg_sd,BanGG_SD,normal
552489501,weklap,weklap,normal
718787184,ttvlexlegion,TTVLexLegion,normal
425005443,xcronosxdt,xcronosxdt,normal
537924005,zzullaa,zzullaa,affiliate
1267077568,f4bsfps,F4bsFPS,affiliate
154325456,themousehole,TheMouseHole,affiliate
125604466,ramforth,ramforth,normal
1406341786,foggedftw247,foggedftw247,affiliate
1395741082,arcleagueofficial,Arcleagueofficial,affiliate
45683114,pauli,Pauli,partner
247796253,stnkydnky,Stnkydnky,normal
463295122,swhagrid52,Swhagrid52,affiliate
39424461,voplec,Voplec,affiliate
177148399,hipnokecske,Hipnokecske,normal
1413861885,zound_stax,zound_stax,normal
179081749,wanderingv2,wanderingv2,affiliate
1397887573,purpledevil_8ball,purpledevil_8ball,normal
452743778,johnyapple_,JohnyApple_,normal
449925779,damnesias,Damnesias,affiliate
131453624,trapicalkiwi,TrapicalKiwi,affiliate
627659161,seleneluna0,SeleneLuna0,affiliate
577655204,negoak,NEGOak,affiliate
205476283,oflareix,oFlareix,normal
735613439,imomo1012,周咪悠,affiliate
180064771,tempervi_,TemperVI_,affiliate
453038613,poison__lily,poison__lily,affiliate
189928129,kaoticleigh,Kaoticleigh,affiliate
731795860,zeppelinstudios,ZeppelinStudios,affiliate
28086682,gibson,Gibson,partner
446615979,hheliac,hheliac,affiliate
967692763,toasticiann,toasticiann,normal
1143689696,rahorat,Rahorat,affiliate
868487741,ffaceofhearts,FFAceOfHearts,affiliate
50598491,dranzenix,Dranzenix,affiliate
1042420346,ravenstorm_ofi,ravenstorm_ofi,affiliate
1388040593,fempuff,fempuff,normal
757682609,linobessa,linobessa,affiliate
818057696,lilfroglera,lilfroglera,affiliate
1412895210,bng4brkfst,Bng4Brkfst,normal
139891206,dmzoomz1,dmzoomz1,normal
133976655,l1l1thly,L1L1THLY,normal
1379504555,kisevexia,kisevexia,normal
148345395,minjagui,minjagui,affiliate
721113654,ramajana05,Ramajana05,affiliate
1124127146,levsk3,levsk3,normal
243995279,lordking3333,LordKing3333,normal
1366430361,z3nwary,Z3nWary,normal
484676060,araujo0n,aRAUJO0n,affiliate
122458629,ichiclebonbaileonardocm23,IChicleBonbaILeonardoCM23,normal
761500230,j_bob_r,j_bob_r,normal
608293493,nameless1g,nameless1g,partner
521130646,itsnaxita,itsnaxita,normal
653283764,caolhobomdmira,caolhobomdmira,normal
81220032,bawsbaby,bawsbaby,affiliate
148328928,westerntech,Westerntech,affiliate
944722509,tatahfps,TatahFPS,affiliate
205034124,dayquack,dayquack,normal
987042476,pupxiao,Pupxiao,normal
238211770,melga7,melga7,normal
1345524090,bleuxgaming82,bleuxgaming82,normal
533090703,ricardostik,ricardostik,affiliate
135057818,jerri420,jerri420,affiliate
42373551,marples,Marples,affiliate
533352908,kgn12hifi,KGN12hifi,normal
803246563,mashiro_mia,mashiro_mia,affiliate
134320719,zeitzunderbot,ZeitzunderBOT,normal
1051218551,heresyleader,HeresyLeader,affiliate
966234506,hinaitu,hinaitu,normal
70291907,seijarou,せいじゃろう,normal
723866054,osolyas,Osolyas,affiliate
588927430,naikolasone,NaikolasONE,affiliate
736350827,vudu_fps,Vudu_fps,affiliate
599216759,reiikowo,reiikowo,affiliate
137450107,samtation,Samtation,affiliate
523178886,bshray,bshray,partner
1083429746,sui_tennen,天然スイ_,affiliate
154178474,excavationpro,ExcavationPro,normal
760419250,musicandlaughterradio,musicandlaughterradio,normal
434181083,kngwx,kngwx,affiliate
818139893,sat00ns,sat00ns,affiliate
209998597,heitor_mota,heitor_mota,affiliate
614929178,mindy66,mindy66,affiliate
535909205,supwel,supwel,affiliate
1298387900,brucestavige,Brucestavige,affiliate
73765851,lilstunnajordan,Lilstunnajordan,affiliate
944935906,sakitouri,sakitouri,normal
109105870,neofrost987,Neofrost987,affiliate
213259168,junior_strider89,junior_strider89,normal
68047814,mannyeasy,MannyEasy,affiliate
791286765,jamonculture,JamOnCulture,normal
238621541,lemonslop,lemonslop,normal
472699639,klau_ow,klau_ow,affiliate
1375982335,neontokyofactory,NeonTokyoFactory,normal
162747161,junotaya,JunoTaya,normal
434099097,jonas_donat,jonas_donat,normal
58741709,brunexx6,Brunexx6,normal
14226214,vman7,VMan7,partner
924275551,miguelitongl,miguelitongl,affiliate
467751807,ignawest,ignawest,affiliate
508236708,koyaska,KoyaSka,affiliate
53711795,busheezy,BuSheeZy,affiliate
1203950548,jessferrarix,jessferrarix,affiliate
1215878122,247charlyne,247charlyne,affiliate
61756401,mortuss,Mortuss,affiliate
624480966,luieya,Luieya,affiliate
62165739,satoblack,satoblack,normal
56038135,egirleiva,egirleiva,normal
1020891944,1iicantsee,1iicantsee,affiliate
132830015,ephrelle,Ephrelle,normal
812798821,awsmfrk,awsmFRK,normal
1168708457,yeuxbleus_13,YeuxBleus_13,affiliate
587453405,justkaj_,JustKaj_,affiliate
648188693,decepticommie,decepticommie,affiliate
122131229,malhiak,Malhiak,affiliate
715658225,rheareset,RheaReset,affiliate
157094613,cadumaverick20,cadumaverick20,affiliate
131977977,schoonlol,schoonlol,affiliate
158159671,willian_0011,willian_0011,normal
531092286,mattscurfield,MattScurfield,affiliate
708367191,sofidashaka,sofidashaka,normal
747705266,vituarruda,vituarruda,affiliate
1070912440,kart0wkaa,kart0wkaa,normal
1231852227,elfacundador,elfacundador,normal
129471291,ipod_touch_64g,かわね,partner
26809203,kinetikzzz,KinetiKzZz,affiliate
164893599,syrrusthechaal,SyrrusTheChaal,affiliate
167072474,smellyelli3,smellyelli3,affiliate
175149830,yuiboom,Yuiboom,affiliate
217813873,bosniandrxgon,BosnianDrxgon,affiliate
755405696,its_yata_a,its_yata_a,normal
268571541,am1140radiolaluna,AM1140RadioLaLuna,normal
96572154,ohmterra_mu,ohmterra_mu,affiliate
212865811,sugarshackradio,SugarShackRadio,affiliate
1299272502,shdwetrnl,ShdwEtrnl,affiliate
115135357,i_am_beardman,i_am_beardman,normal
801051549,sandybae_,Sandybae_,affiliate
279073698,kaelinellis,KAELINELLIS,partner
454922968,didilatte,DidiLatte,affiliate
528421637,sgzsu,sgzsu,normal
804688657,solemni1ty,Solemni1ty,affiliate
776737560,chris_vash,chris_vash,affiliate
512152353,heyanape,heyAnape,affiliate
179737380,nemezida,NEMEZIDA,affiliate
1072157479,kurootina1120,黒尾ちな,partner
252105586,elliecinth,EllieCinth,affiliate
1325683431,mrsouafa,mrsouafa,affiliate
945869545,jalupski,Jalupski,affiliate
556995390,saimuuzz,saimuuzz,affiliate
59953988,soulardnation,SoulardNation,normal
161125228,anub7swashere,anub7swashere,normal
606000030,adrian30615m,adrian30615m,affiliate
39080930,tanoramattv,TanoramaTTV,affiliate
737809098,rurutaan,るーるるるたぁあん,affiliate
207082213,umnpc_qualquer,umNPC_qualquer,affiliate
637293305,arktheos,Arktheos,partner
490984262,interstellar_o7,InterStellar_O7,normal
143201186,ttvbelisarius,TtvBelisarius,affiliate
862442190,amegos123,amegos123,normal
266916652,masacr3_,MaSaCr3_,affiliate
178000694,tiir3x,tiir3x,affiliate
197694303,dingo_rigolo,dingo_rigolo,affiliate
769135479,arcynband,arcynband,normal
205755282,vanyugme,vanyugme,affiliate
140514205,tokioawp,TokioAWP,affiliate
507892506,publictissue,publictissue,affiliate
250516254,konachanvt,KonaChanVT,affiliate
30888898,therealolmo,TheRealOlmO,affiliate
1324176323,collectco,CollectCo,normal
40719307,insanity,insanity,partner
1016157147,sosuuuuuu1,そーす1111,normal
144134906,oishinas,OiShinas,affiliate
785797896,ratc0ncs,ratc0ncs,normal
448664371,alexxxfps_,alexxxFPS_,affiliate
664130416,azinpeixe,azinpeixe,affiliate
86201372,ngkshodaime,NGKShodaime,partner
44880944,elmiillor,ElmiilloR,partner
218715251,h0t_cs,h0t_cs,affiliate
941511679,tubals88,Tubals88,normal
174904524,exo_tic9,exo_tic9,normal
78337232,poofyhead,PoofyHead,normal
231740646,felipeiixon,felipeiixon,affiliate
1094571095,trashjoose,trashjoose,normal
1403458683,ubuyi,ubuyi,normal
29693067,machinegunnerusmc,machinegunnerusmc,partner
1409979535,kitkaataa,kitkaataa,normal
36049927,donkgordo,donkgordo,partner
619320332,jaeger90lol,jaeger90lol,normal
877286487,tooter1994,tooter1994,affiliate
44520551,krinkerton,Krinkerton,affiliate
170693655,miyukikurama,MiYukiKurama,affiliate
1228543033,alexelsantiec,AlexelSantiEc,affiliate
1273517124,hltvkurokov,hltvkurokov,normal
637408330,9madekori,9madeKori,normal
1099666572,canuelasnoticias,canuelasnoticias,normal
623842447,makita_play,makita_play,normal
210129960,modi_tm,modi_tm,normal
120231136,skiben,skiben,partner
505320681,drutroit,Drutroit,affiliate
265475151,compl1cs,Compl1cs,affiliate
1121260642,chhrriiss22,chhrriiss22,normal
135484546,nahubriio,NahuBriio,affiliate
420811910,luffex_,Luffex_,affiliate
495588495,blobgiraffe,blobgiraffe,affiliate
756618441,zeypherlol,Zeypherlol,partner
43897848,faahsz,Faahsz,normal
1114166294,schimmel291,schimmel291,normal
133223459,secures,secures,normal
634459238,winterdotcom,winterdotcom,affiliate
958370950,elchinitodlamor,elchinitodlamor,normal
49730775,billthegamerguy,BillTheGamerGuy,affiliate
116364281,bizepsbergen,BizepsBergen,affiliate
249926736,italotrodrigues,ItalotRodrigues,affiliate
203658329,ming3hunter,Ming3Hunter,normal
554570911,kaspex_keks,Kaspex_keks,normal
227497182,sonniew,sonniew,affiliate
1378554912,whyou_ryu,whyou_Ryu,normal
1251546209,raccoohh,raccoohh,affiliate
216372326,luanvplol,luanvplol,affiliate
590156905,fliipzera,fliipzera,affiliate
473404552,jrosario35,JRosario35,affiliate
238474377,thunderknight04,ThunderKnight04,normal
219944075,alexdreska,AlexDreska,affiliate
37541011,alm1,Alm1,normal
189142062,edykirabr,EdyKiraBr,normal
648008776,dchiqueti,dchiqueti,normal
1386304646,zpn_crw,zpn_crw,normal
1413764241,lypkzz,lypkzz,normal
175101081,mulherjogando,mulherjogando,normal
1130534069,gordolas4i20,gordolas4i20,affiliate
550196427,mamey_12,mamey_12,affiliate
670291164,foquitatactica,foquitatactica,normal
705582103,falm1x1,falm1x1,affiliate
789222416,shipleon,shipleon,affiliate
699585618,unr3stt,unr3stt,normal
100619391,srrusher46,SrRusher46,affiliate
237343964,sucrilhosbacaninha,sucrilhosbacaninha,normal
1283790061,techhouse_dj,techhouse_dj,normal
148722926,hollowthesecond,hollowthesecond,normal
117757174,bunthatme,BunThatMe,normal
1352438904,electriccyder,electriccyder,affiliate
132174871,blackside1992,blackside1992,normal
117625885,andysilva100,andysilva100,affiliate
1246827566,vxv0idxv,VxV0IDxV,normal
659837999,lirikz_ttv,lirikz_ttv,affiliate
509137991,leakyteeth,LeakyTeeth,affiliate
792433900,guilherme_fortu,guilherme_fortu,normal
724735037,siabach,SiaBach,affiliate
172282880,skizzyssk,SkizzySSK,normal
424432665,throzen1923,throzen1923,affiliate
1281496154,buttonsmatt,buttonsmatt,normal
1391662180,rv1106,RV1106,normal
146986084,bagley10,Bagley10,affiliate
660919463,theinfamousmunsta,theinfamousmunsta,normal
154522795,ray__111,Ray__111,normal
147870716,tinyshoesx,TinyShoesx,normal
236246085,itzjayonline,itzjayonline,affiliate
273159395,tostasssss,tostasssss,normal
197334253,kiwiduckgaming,kiwiduckgaming,normal
189076725,pauldhawk,PaulDHawk,affiliate
484955197,franklyn_1000,Franklyn_1000,normal
714036217,saritalarubia,saritalarubia,affiliate
77091881,bubbavt,bubbavt,affiliate
52384844,tayls10,Tayls10,affiliate
189306020,marcsgod,marCSgod,normal
146003129,danfps1,danfps1,partner
218010813,icarlyreboott,iCarlyReboott,affiliate
957486079,suneksss,suneksss,normal
44979242,nlaaer,NLaaeR,partner
959829050,danireyes2000,danireyes2000,normal
114775113,kurisuchinavt,KurisuchinaVT,affiliate
463246410,badassotaku18,badassotaku18,normal
167859331,prototayyy,prototayyy,affiliate
566989975,ack______,ack______,normal
1202885786,letscatres,letscatres,normal
552949150,splorky_,Splorky_,affiliate
882709920,n1tel1t,N1teL1t,normal
140416485,cubes77,cubes77,affiliate
208098581,giftzinga,Giftzinga,affiliate
1409160525,24hrdreams,24hrdreams,affiliate
87725397,micro_qq,Micro_QQ,normal
1284609383,midorykka,midorykka,affiliate
131552653,dannyyslol,Dannyyslol,affiliate
498292182,aizenyuh,aizenyuh,normal
26367460,minikerr,minikerr,partner
675927318,1nyam,1nyam,normal
237196589,lordfatzberry,LordFatzberry,affiliate
784684349,aqvif3r,Aqvif3r,normal
612783505,ibriell_,ibriell_,affiliate
189994465,mule_kronny,mule_kronny,affiliate
1378457062,nutsflap,nutsflap,normal
1398248981,1ca1mo,1Ca1mo,normal
39376136,quagle,Quagle,affiliate
58594657,metaljags,metaljags,affiliate
160929130,ianschu_ow2_ssb,ianSchU_ow2_ssb,normal
56677753,voidz_lol,Voidz_LoL,affiliate
542676260,yamaji_san,やまじさん,affiliate
162567539,aurivallentine,AuriVallentine,affiliate
1273927075,itzgrippy01,itzgrippy01,affiliate
231085473,cortbass,CortBass,affiliate
692229556,tokyotones,TokyoTones,affiliate
630199799,hottakesvapor,hottakesvapor,normal
50157082,airtotten,AirTotten,affiliate
1317917956,boristfe0000,日弒,affiliate
484955431,yunoolive,yunoolive,affiliate
149558592,devmfj,DevMFJ,affiliate
577770929,isthexjay,isthexjay,affiliate
45503740,hadesdarkshadow,HADESDARKSHADOW,affiliate
47584559,v1nchenso7,v1NCHENSO7,partner
1233638716,benjamonpd,benjamonpd,affiliate
233100607,l0velyvi0let,l0velyvi0let,affiliate
194467137,p7_drowsy,P7_Drowsy,normal
235476386,dennisschlaeger_,DennisSchlaeger_,affiliate
647026171,chronnosfps,CHRONNOSFPS,affiliate
544298256,camicamcc,CamiCamcc,partner
143103295,demedeme,でめちゃん,affiliate
133780807,jeff_prado,jeff_prado,normal
615716217,izzymood,izzymood,normal
70768011,alphawhy123,alphawhy123,affiliate
439047567,damiiwizard,Damiiwizard,affiliate
522851756,coochinator,coochinator,affiliate
158438855,osamabinqueso,osamabinqueso,affiliate
266573095,shendra7,Shendra7,affiliate
426956134,joseph_monovoli,Joseph_MonoVoli,partner
1362072949,travelodic,travelodic,affiliate
400643481,frostdoggo91,FrostDoggo91,affiliate
527701422,nheaals,nheaals,affiliate
879252955,bobobo_72,ぼ_ぼ_ぼ,affiliate
257889784,thezonner,TheZonner,affiliate
1059640851,vesperdynasty,vesperdynasty,normal
576705797,ourvinyl,ourvinyl,normal
1354355975,kitunebiaki,狐火あき,affiliate
879727914,maanyagdilag,MaanyagDilag,affiliate
1320277345,oofenheimerr,oofenheimerr,affiliate
926995928,kronnxgs,kronnxgs,normal
82761233,papyj0ker,PAPYJ0KER,affiliate
525227557,icee_snoop_elx,icee_snoop_elx,normal
112760113,b1g0de_,b1g0de_,affiliate
451024198,gabrieldbug,GabrielDbug,affiliate
665572734,gabrielreiso,gabrielreiso,affiliate
891524489,bobsiqueira,BobSiqueira,affiliate
655594911,kaytohttv,kaytohttv,normal
734270881,lriskka,lriskka,affiliate
1022711222,3p3thy,3p3thy,affiliate
802788803,thunderxblood,thunderxblood,affiliate
130012553,manndyl,Manndyl,partner
46536080,glukozov7,Glukozov7,affiliate
182326704,anderyur1,ANDERYUR1,normal
551278019,shunchaaaan,いれりあぬーぶ,affiliate
147297779,inzanelikemex,InzaneLikeMeX,affiliate
488986101,milanlasher,milanlasher,affiliate
431691017,xadanram,xAdanRam,affiliate
559076632,ssoggytoastt,SsoggytoastT,normal
279663929,flashingg,flashingg,normal
478139803,8bere,8Bere,affiliate
104682862,hobofootlong,hobofootlong,normal
133518713,sirtinysnow,sirtinysnow,affiliate
1389581848,keaganlfg,KeaganLFG,normal
433215003,se84n47or,SE84N47OR,affiliate
522474774,madmangomanda,MadMangoManda,normal
958289178,mrwallofsound,mrWALLOFSOUND,normal
86906146,thetekshow,TheTekShow,affiliate
1388107106,sorsna,SorsNA,affiliate
820712850,bjezzy2x,bjezzy2x,affiliate
177018373,jltrr,JLTRR,normal
565613819,manooghost,manooghost,affiliate
229004561,xsp_delta4x,xsp_delta4x,normal
438375742,faustor2k,faustor2k,affiliate
147952959,beefcastlettv,BeefCastleTTV,affiliate
449811868,itsyeboishaggy_,ItsYeBoiShaggy_,affiliate
75126209,hadronninja,HadronNinja,normal
68720138,dominiku,dominiku,affiliate
32904529,eskiloexotico,EskiloExotico,affiliate
161404252,crimso_nya,crimso_nya,affiliate
547018132,nosabodanny,nosabodanny,affiliate
115824215,overdrivezzz,overdrivezzz,partner
201643663,volviix_lol,volviix_LoL,affiliate
31496000,n1ght912,N1ght912,affiliate
142890820,itshelo_,itshelo_,affiliate
642078534,conormcleod17,conormcleod17,partner
127506021,donud,DONUD,affiliate
596170308,cgsironman,cgsironman,affiliate
541906505,d3iivii,d3iivii,affiliate
113923673,to2my,to2my,affiliate
685708941,ddakku_,ddakku_,affiliate
418846380,sztunie,Sztunie,affiliate
1398412979,warden_park,warden_park,normal
557274864,its_derickson,its_derickson,normal
1406801451,bartel03_,bartel03_,normal
1314887228,cutupskoddie,CutUpSkoddie,affiliate
736024137,joeybb1211,joeybb1211,affiliate
486102708,ibdxa,ibdxa,normal
409753392,krisplaysow,krisplaysow,normal
797431608,zoftom,zoftom,affiliate
36476737,chuckycs,CHUCKYCS,affiliate
142710610,csepamester,csepamester,affiliate
42800699,miraimitama,MiraiMitama,affiliate
693196368,chepatv1,chepatv1,affiliate
420566612,ikay4,ikay4,normal
194188896,zaczika,Zaczika,normal
201725679,creepano,Creepano,affiliate
792385283,koala_banzai,Koala_Banzai,affiliate
147904338,mrdinopuff_,MrDinoPuff_,affiliate
155899486,landothelobster,LandoTheLobster,normal
457741948,l8_on,L8_on,affiliate
658396848,pastels__,ぱすてるぅ,affiliate
559634181,pterodactowl,PterodactOwl,affiliate
945739529,azirboy1,AzirBoy1,affiliate
742709032,naughtyynadii,naughtyynadii,affiliate
63428402,tiquillan,Tiquillan,normal
448173746,kohaikekw,kohaikekw,affiliate
62543465,peacelabeast,PeaceLabeast,affiliate
67638916,justmaldaa,justMaldaa,affiliate
95737462,lolpatience,lolPatience,affiliate
52434696,mibao1013,咪寶_,partner
947279529,bevy_8,bevy_8,normal
413849277,minnimiau,minnimiau,affiliate
111793870,asae,Asae,normal
174724831,brunox1001,Brunox1001,affiliate
114693886,rxpvblic,Rxpvblic,normal
232199993,ruin_sykotic,Ruin_Sykotic,normal
1209374534,dokielofi,DokieLoFi,normal
93673004,beastin561,Beastin561,normal
598939193,skyturtle26,SkyTurtle26,normal
740742728,najjug,NajjuG,affiliate
42686036,lolmechs,lolmechs,partner
132175521,zefirushw,ZefirusHW,normal
228644517,capone5280,Capone5280,normal
422794985,kyosle,kyosle,affiliate
40572697,iamjohnmcmanus,iAmJohnMcManus,affiliate
38016618,fr4gmaster,FR4GMASTER,affiliate
528062052,bobstronda1,BOBSTRONDA1,normal
127899341,erikseel,ErikseeL,affiliate
423515935,pandastrings,pandastrings,affiliate
181294899,thaxter03,Thaxter03,normal
759273268,nischiy000,nischiy000,normal
576870212,sunakoveil,SunakoVeil,affiliate
1124308541,danjunadeepeditionradio,dAnjunadeepEditionRadio,affiliate
48453227,roscowayne,RoscoWayne,affiliate
619009659,qex1y3x4lfkpq0ei,qex1y3x4lfkpq0ei,affiliate
651695792,cowboy_jesus07,Cowboy_Jesus07,normal
902010648,mizotv_,Mizotv_,affiliate
126342817,bolacxha,Bolacxha,affiliate
1368577840,willikuunn,willikuunn,normal
237426491,rebornxz_,RebornXz_,affiliate
1327519568,kirinsupiritto,kirinsupiritto,affiliate
117216901,exodiouslive,ExodiousLive,affiliate
264722055,dva1triklol,dva1triklol,affiliate
609834747,angrrykitten,angrrykitten,affiliate
269408076,skyn3t__,Skyn3t__,normal
170268341,m4x1musss,m4x1musSs,affiliate
242013738,poseidonz_vii,poseidonz_vii,affiliate
926586411,lcsjogos,lcsjogos,normal
855021103,samokhvalov_stream,Samokhvalov_stream,normal
194778719,uhyisus,uhyisus,affiliate
515544697,artbydjvic,ArtByDjVIC,affiliate
689739420,zid3x,zid3x,normal
1004836619,blessed2366,blessed2366,normal
111482416,cg3kingz32,cg3kingz32,normal
740152901,sandracriminal,sandracriminal,affiliate
751834757,elcrybaby,elcrybaby,affiliate
500520626,elyuito,elyuito,normal
944412351,opequenomilagre,OPequenoMilagre,affiliate
401987323,certifiedpapabiz,CertifiedPapaBiz,affiliate
721213221,regeenka,regeenka,affiliate
1068259109,lolhidden1,LoLHidden1,affiliate
1276319285,shmakov54,shmakov54,normal
1312052934,qq4lp,qq4lp,affiliate
1397495565,bambson123,bambson123,normal
455825178,nuiryan01,Nuiryan01,normal
80566054,hollymollyolli,hollymollyolli,affiliate
473323112,afmfps,afmfps,affiliate
700208868,seeker_0011,seeker_0011,normal
414324509,vixensugar,vixensugar,affiliate
810604327,fpsjumbo,fpsjumbo,normal
152049547,elpister,ElPister,partner
526342086,frankcastlerj,frankcastlerj,affiliate
790386777,follownooneentertainment,follownooneentertainment,normal
126179473,kolzaclive,KolzacLive,normal
541661018,scoventho,scoventho,affiliate
1207261168,aesyran,Aesyran,normal
96622612,smaugscales,SmaugScales,normal
1374640221,soundcontrollabs,SoundControlLabs,normal
47061121,weeaboorider,weeaboorider,affiliate
846698476,asfaltotv,AsfaltoTV,normal
809981949,pocketthepaladin,PocketThePaladin,normal
419895158,frustravel,frustravel,affiliate
101619540,brigxsmash,brigxsmash,affiliate
154130290,risharde,RISHARDE,normal
1118230448,marudelow,marudelow,normal
585963451,fk_ender,fk_ender,normal
655120354,celestialcatt,CelestialCatt,affiliate
139548677,marcosivelli,MarcoSivelli,affiliate
550393879,ryotiiia,ryotiiia,normal
88954905,blinkreborn,BlinkReborn,affiliate
816699484,nathielyn1,nathielyn1,affiliate
797186174,draade,Draade,affiliate
509073545,djphelo47,djphelo47,affiliate
538613903,raikuwu,raikuwu,affiliate
859019092,almira0307,almira0307,affiliate
626136931,kathicss,Kathicss,normal
805377916,ceoantho,Ceoantho,normal
538269616,banespaulding,BaneSpaulding,normal
1028331493,plachkaa,plachkaa,normal
752130165,marleeandus,MarleeAndUs,affiliate
602413207,brittdiff,brittdiff,normal
24663899,moulu,Moulu,affiliate
929798034,oceaniicss,oceaniicss,affiliate
1184683958,yaevinngames,yaevinngames,normal
96589769,cooliguaytv,COOLIGUAYTV,affiliate
928913453,hq_bravo,HQ_Bravo,normal
562419830,sakura_celestia,sakura_celestia,normal
82892635,gatorade2008,gatorade2008,affiliate
235657108,sanrx_x,sanrx_x,affiliate
880400308,trgypsy,trgypsy,affiliate
1030428597,alteradio,alteradio,normal
61478904,ownagejg,OwnageJG,affiliate
1042864209,onfroxxx,onfroxxx,normal
187914392,kaiuduh,kaiuduh,affiliate
84858720,joy901013,伊6絲,partner
880809874,real_khalif,real_khalif,normal
785586157,taldoduste,TaldoDuste,affiliate
280008702,sunaceow,SunaceOW,affiliate
1231706109,fabimartins22,fabimartins22,affiliate
