igdb_id,category_id,game_name,genre_id
26,4365,X-COM: Apocalypse,11
26,4365,X-COM: Apocalypse,15
26,4365,X-COM: Apocalypse,16
26,4365,X-COM: Apocalypse,24
787,4609,Serious Sam II,5
787,4609,Serious Sam II,32
3194,12565,Sword of Vermilion,12
3194,12565,Sword of Vermilion,31
3214,19325,MadWorld,25
3717,14573,Kirby's Adventure,8
4591,369087,Yoshi's New Island,8
4591,369087,Yoshi's New Island,31
5049,66216,King's Bounty: Warriors of the North,12
5049,66216,King's Bounty: Warriors of the North,15
5049,66216,King's Bounty: Warriors of the North,16
5049,66216,King's Bounty: Warriors of the North,31
5080,6277,ObsCure: The Aftermath,31
5641,138581,Might & Magic X: Legacy,9
5641,138581,Might & Magic X: Legacy,12
6530,59,Pac-Man World,8
7170,8839,Ico,8
7170,8839,Ico,9
7170,8839,Ico,31
7623,17601,Nancy Drew: Treasure in the Royal Tower,2
7623,17601,Nancy Drew: Treasure in the Royal Tower,31
8877,15477,Hogs of War,15
8877,15477,Hogs of War,16
8877,15477,Hogs of War,24
9095,313074,Talvisota: Icy Hell,11
9095,313074,Talvisota: Icy Hell,15
10496,5862,Wizardry: Bane of the Cosmic Forge,12
10496,5862,Wizardry: Bane of the Cosmic Forge,31
12449,14964,The Mystery of the Druids,2
12449,14964,The Mystery of the Druids,31
19666,5286,Burning Rangers,5
19666,5286,Burning Rangers,8
25840,24508,Ripened Tingle's Balloon Trip of Love,2
25840,24508,Ripened Tingle's Balloon Trip of Love,31
26653,1236008925,Nekopara Vol. 1,13
26653,1236008925,Nekopara Vol. 1,31
26653,1236008925,Nekopara Vol. 1,32
26653,1236008925,Nekopara Vol. 1,34
26970,495610,Minit,9
26970,495610,Minit,12
26970,495610,Minit,31
26970,495610,Minit,32
41061,497791,Death End Re;Quest,12
41061,497791,Death End Re;Quest,31
48182,25250,Magic Darts,14
58580,492531,Flashing Lights: Police Fire EMS,13
58580,492531,Flashing Lights: Police Fire EMS,32
80757,23602,PDC World Championship Darts,14
126835,515940,Death and Taxes,2
126835,515940,Death and Taxes,9
126835,515940,Death and Taxes,12
126835,515940,Death and Taxes,13
126835,515940,Death and Taxes,15
126835,515940,Death and Taxes,31
126835,515940,Death and Taxes,32
126835,515940,Death and Taxes,34
128909,516716,Hidden Through Time,2
128909,516716,Hidden Through Time,9
128909,516716,Hidden Through Time,31
145370,1066835407,Pokémon Iberia,12
145370,1066835407,Pokémon Iberia,32
165106,1965336620,Half Dead 3,9
165106,1965336620,Half Dead 3,13
165106,1965336620,Half Dead 3,31
165106,1965336620,Half Dead 3,32
185962,1590743437,Nebulous: Fleet Command,11
185962,1590743437,Nebulous: Fleet Command,13
185962,1590743437,Nebulous: Fleet Command,15
185962,1590743437,Nebulous: Fleet Command,24
193540,2112636325,Party Bots,8
193540,2112636325,Party Bots,9
193540,2112636325,Party Bots,32
220086,546166050,Dragon Ball Z,4
220086,546166050,Dragon Ball Z,33
226223,629789013,Ancient Farm,13
252483,416454705,"Yes, Your Grace: Snowfall",12
252483,416454705,"Yes, Your Grace: Snowfall",13
252483,416454705,"Yes, Your Grace: Snowfall",15
252483,416454705,"Yes, Your Grace: Snowfall",32
260636,1012057649,Talented,32
279266,470560304,The Inn-Sanity,31
282355,2126767263,StarRupture,13
282355,2126767263,StarRupture,31
282355,2126767263,StarRupture,32
288623,156034788,The WereCleaner,15
288623,156034788,The WereCleaner,32
288623,156034788,The WereCleaner,33
289431,1404354587,Life Eater,2
289431,1404354587,Life Eater,12
289431,1404354587,Life Eater,13
289431,1404354587,Life Eater,15
289431,1404354587,Life Eater,32
306385,474072539,Shadow Mansion,9
306385,474072539,Shadow Mansion,31
306385,474072539,Shadow Mansion,32
323190,2082265591,Deadcam,31
323190,2082265591,Deadcam,32
329689,1528078809,From The Past,32
333802,2127608193,Liminal Department,13
333802,2127608193,Liminal Department,31
333802,2127608193,Liminal Department,32
336821,848113125,Three Wishes,32
336821,848113125,Three Wishes,34
342533,446897770,Hachishaku,31
348085,1565417548,Roam0120,2
348085,1565417548,Roam0120,32
349072,1176976244,Crime Detective: Red Flags,31
349072,1176976244,Crime Detective: Red Flags,32
349104,1313707874,Haunted Room: 205,13
349104,1313707874,Haunted Room: 205,32
350538,1573694565,Vaulting Over It,8
373941,1961683240,Pizza Restaurant Together,13
373941,1961683240,Pizza Restaurant Together,15
373941,1961683240,Pizza Restaurant Together,32
374316,357274106,Beer Machine,31
374316,357274106,Beer Machine,32
374650,1789076109,"This Ain’t Even Poker, Ya Joker",15
374650,1789076109,"This Ain’t Even Poker, Ya Joker",32
374650,1789076109,"This Ain’t Even Poker, Ya Joker",35
380800,1688787279,Forgot,9
380800,1688787279,Forgot,32
381091,1418380360,Express No. 6,31
381091,1418380360,Express No. 6,32
163,3663,Star Wars: Rogue Squadron,5
193,3997,Day of the Tentacle,2
193,3997,Day of the Tentacle,31
1173,3916,Golden Sun: The Lost Age,12
1173,3916,Golden Sun: The Lost Age,31
1207,13049,Tales of the Abyss,12
1751,12446,Mega Man X: Command Mission,12
2185,8660,Wii Play,5
2185,8660,Wii Play,14
3232,305086976,Back to the Future: The Game,2
3232,305086976,Back to the Future: The Game,9
3232,305086976,Back to the Future: The Game,31
3311,7184,Barbie Horse Adventures: Wild Horse Rescue,14
3311,7184,Barbie Horse Adventures: Wild Horse Rescue,31
3385,11548,Harvest Moon DS,12
3385,11548,Harvest Moon DS,13
3840,12403,Burnout 2: Point of Impact,10
7058,17016,Lost: Via Domus,9
7058,17016,Lost: Via Domus,31
7229,31857,UFC Undisputed 3,4
7229,31857,UFC Undisputed 3,14
8697,1458763995,Shadowgate,2
8697,1458763995,Shadowgate,9
8697,1458763995,Shadowgate,31
8697,1458763995,Shadowgate,32
9632,459541,From the Depths,12
9632,459541,From the Depths,13
9632,459541,From the Depths,15
9632,459541,From the Depths,31
9632,459541,From the Depths,32
18293,17010,EverQuest II,12
18293,17010,EverQuest II,31
19943,33318,Melty Blood Actress Again Current Code,4
19943,33318,Melty Blood Actress Again Current Code,33
22984,24767,Melty Blood Actress Again,4
29405,496982,Rat Simulator,13
29405,496982,Rat Simulator,32
31898,498170,Flat Heroes,8
31898,498170,Flat Heroes,32
31898,498170,Flat Heroes,33
35548,736,Math Rescue,31
36749,497331,Monument Valley II,9
36749,497331,Monument Valley II,15
36749,497331,Monument Valley II,31
36749,497331,Monument Valley II,32
41812,497666,The Long Reach,9
41812,497666,The Long Reach,12
41812,497666,The Long Reach,31
41812,497666,The Long Reach,32
44702,127506696,Rayman 2: Revolution,8
44702,127506696,Rayman 2: Revolution,31
44952,8194,Die Hard Trilogy 2: Viva Las Vegas,5
49155,10233,Denki Blocks!,9
49155,10233,Denki Blocks!,15
49155,10233,Denki Blocks!,31
73668,10158,Void War,5
73668,10158,Void War,13
76847,500622,Dragon Fang Z: The Rose & Dungeon of Time,12
76847,500622,Dragon Fang Z: The Rose & Dungeon of Time,15
76847,500622,Dragon Fang Z: The Rose & Dungeon of Time,32
79771,29251,Phantasy Star Portable 2 Infinity,12
102716,1267688912,Mega Man Maker,5
102716,1267688912,Mega Man Maker,8
102716,1267688912,Mega Man Maker,32
102805,508289,WWE 2K19,13
102805,508289,WWE 2K19,14
107187,509254,Inmost,8
107187,509254,Inmost,9
107187,509254,Inmost,31
107187,509254,Inmost,32
113861,421159485,Insomnis,9
113861,421159485,Insomnis,31
113861,421159485,Insomnis,32
121016,513525,Children of Silentown,2
121016,513525,Children of Silentown,9
121016,513525,Children of Silentown,31
121016,513525,Children of Silentown,32
121731,514071,Humankind,13
121731,514071,Humankind,15
121731,514071,Humankind,16
134589,518008,Goodbye Volcano High,7
134589,518008,Goodbye Volcano High,31
134589,518008,Goodbye Volcano High,32
145345,1371600471,Demon King Chronicle,12
145345,1371600471,Demon King Chronicle,32
151868,1239774436,Ghost Exorcism Inc.,13
151868,1239774436,Ghost Exorcism Inc.,32
152261,1119105740,Silt,8
152261,1119105740,Silt,9
152261,1119105740,Silt,31
152261,1119105740,Silt,32
155709,1803879866,Buildest,9
155709,1803879866,Buildest,13
157027,783609948,Forewarned,31
157027,783609948,Forewarned,32
169485,1489624791,Alias,32
170888,1874385872,Decarnation,9
170888,1874385872,Decarnation,12
170888,1874385872,Decarnation,31
170888,1874385872,Decarnation,32
184783,2025163961,Monster Rancher 2 DX,12
184783,2025163961,Monster Rancher 2 DX,13
184783,2025163961,Monster Rancher 2 DX,15
191695,276520433,Gartic.io,9
191695,276520433,Gartic.io,26
200712,1427409203,Hellstuck: Rage With Your Friends,8
200712,1427409203,Hellstuck: Rage With Your Friends,15
200712,1427409203,Hellstuck: Rage With Your Friends,31
200712,1427409203,Hellstuck: Rage With Your Friends,32
201359,861867398,This is a Ghost,32
203925,2098223661,Unpetrified: Echoes of Nature,31
203925,2098223661,Unpetrified: Echoes of Nature,32
212759,52675217,Dragon Ball Super TCG,35
215737,545411031,The Lightkeeper,31
215737,545411031,The Lightkeeper,32
216178,1047410718,Football Manager 2023,13
216178,1047410718,Football Manager 2023,14
219196,1500238812,King of the Castle,15
219196,1500238812,King of the Castle,32
221135,692234729,The Lies We Tell Ourselves,9
221135,692234729,The Lies We Tell Ourselves,31
221135,692234729,The Lies We Tell Ourselves,32
221717,2025853955,Tales of Symphonia,12
235446,2010480867,File Destined,31
235446,2010480867,File Destined,32
236685,1156778281,Etrian Odyssey III HD,12
236685,1156778281,Etrian Odyssey III HD,31
238788,1425110720,Ebola Village,9
238788,1425110720,Ebola Village,31
238788,1425110720,Ebola Village,32
242102,1368437067,Closer the Distance,2
242102,1368437067,Closer the Distance,12
242102,1368437067,Closer the Distance,13
242102,1368437067,Closer the Distance,31
242102,1368437067,Closer the Distance,32
245751,1349065360,Mirthwood,12
245751,1349065360,Mirthwood,13
248023,1189971592,Nine-Tailed Okitsune Tale,8
248023,1189971592,Nine-Tailed Okitsune Tale,12
252277,582568984,Nightmare Zapping,31
